S.NO,Playlist Title,Playlist link,Channel Name,Channel Link
126,Eminem - Rare underground songs,https://www.youtube.com/watch?v=7OPq54oqPvI&list=PLDC7yI1kmIF0xnRnjfzd60A_kRHVv0fir,Ice Killah,https://www.youtube.com/channel/UCI5a_-x5RBlfGO6i_tbcg2w
127,Eminem Pump Up Songs,https://www.youtube.com/watch?v=m4dJN6MX-6I&list=PL62-yYZA5txhdRj6wJHH_HxWv2wJLOsjC,il100374,https://www.youtube.com/user/il100374
128,Eminem Discography (explicit),https://www.youtube.com/watch?v=XcR9SGVvglc&list=PLdRnWDD1gORoqvcc11hvN_bL-K2hMxeaq,gangster penguin,https://www.youtube.com/channel/UCCjw15-1hMlM21XTQGhMx6A
129,Music To Be Murdered By: Side B - Eminem [Full Album],https://www.youtube.com/watch?v=JADK-7H__2M&list=PLo6QvHZ4RyGnf9I7wxGCelr6bxlsMYJNH,Jonavi,https://www.youtube.com/channel/UC2V_iuZRUywOJu0npNsThmQ
130,Eminem-The Underground Collection,https://www.youtube.com/watch?v=XEXR8q7GTRc&list=PLC6B80CABD26CAE69,Old School Mathers,https://www.youtube.com/user/quixsticks
131,Eminem recovery (full album 2010 explicit),https://www.youtube.com/watch?v=c4Yz9o5UtN8&list=PLLvJ2C2ZIgD99dMK6rFGji8JMas5C4joX,Chris Tiger Harris,https://www.youtube.com/c/ChrisTigerHarris
132,Eminem's Greatest Hits,https://www.youtube.com/watch?v=okc7Vw2_p7c&list=PLf0HxqT8vJNPiv0owkBHz5aPRR3J2OMHe,Slim Shady,https://www.youtube.com/channel/UCLt51_s-4MaawdCFmktZdJw
133,eminem egyveleg,https://www.youtube.com/watch?v=j5-yKhDd64s&list=PL60EF73FC1BB46CBB,Laucickany,https://www.youtube.com/user/Laucickany
134,Eminem - Revival [Full Album] [Fixed],https://www.youtube.com/watch?v=n1WpP7iowLc&list=PLzMq4yH_FvVaAjzJJrdpbs-Uk0kx_5cfh,Sad's Channel,https://www.youtube.com/channel/UCN6KgWUkseQKQWyZxeUSYRg
135,Eminem relapse (full Album 2009 explicit),https://www.youtube.com/watch?v=ftdF1Civ5Cc&list=PLLvJ2C2ZIgD_MdgIlEMheI0cBlyxXAMvz,Chris Tiger Harris,https://www.youtube.com/c/ChrisTigerHarris
136,Eminem without me,https://www.youtube.com/watch?v=YVkUvmDQ3HY&list=PLrBuoxeaVUOuRd3I9R0mfm8gi0mdDseW_,THAT gamer boy,https://www.youtube.com/user/koko20978
137,Unreleased Eminem Music,https://www.youtube.com/watch?v=9rclKR9XKYM&list=PL7IcH3wBH0gNVFYF-08d7kFfBJcy8FbZr,Luke Derose,https://www.youtube.com/channel/UCyAfG6DPdknJz7y0X5o31Ng
138,Spited - Eminem - Highlighted Rhymes,https://www.youtube.com/watch?v=0j3DL2rfzmY&list=PLlm3FoLCMyGBLWPXSEN0Pe3Uac72F-AZc,Spited,https://www.youtube.com/c/Spited
139,Eminem first album,https://www.youtube.com/watch?v=0NmsogZClfM&list=PL5jceOs5kHhyc6tR6hrHyRyWY1NI-lBah,Sasha Mosley,https://www.youtube.com/channel/UCTHHeMh8zGj7A3Q6pZJSpbg
140,Old/Rare Eminem,https://www.youtube.com/watch?v=lQ3xV2UhObY&list=PLmNN4m24yCaOs_MWL7jU-E46wYMwUoqeJ,Jonah Mackellin,https://www.youtube.com/channel/UC6FkSlsTlHUgN0nVJZ5anUA
141,Eminem - Deep Songs,https://www.youtube.com/watch?v=rfW4m84prPM&list=PLzxlN6KkYLIHGjrHELBa5IKy5ddDrZylF,NKiley1,https://www.youtube.com/user/NKiley1
142,Todas do EMINEM,https://www.youtube.com/watch?v=uelHwf8o7_U&list=PL041946027FD837F5,Miguel Rocha,https://www.youtube.com/user/Badjorasinha
143,Eminem Music To Be Murdered By Reactions,https://www.youtube.com/watch?v=Xso6w9HxN7E&list=PL3YGCL-MFXyUKumJDybdK8EpudEO_4Lk-,InTheClutch Ent,https://www.youtube.com/c/InTheClutchEnt
144,Kamikaze [Deluxe Edition] Eminem,https://www.youtube.com/watch?v=3APCzugmm_g&list=PLo3i_PfeD4m1LNNMosEsc1C1ZgOmW0iIQ,Scarleth Cruz,https://www.youtube.com/channel/UCIJcIy4pKyH5yiiob6pcrig
145,Eminem - Curtain Call 2 (FULL ALBUM),https://www.youtube.com/watch?v=27Nu5X8S4fI&list=PLSBWvYm8t6ubiKnlRXVoeYxO_0D4deCfB,ο εφιάλτης σου,https://www.youtube.com/channel/UC07Ky8wPJ83vF3Dv6XrDGZA
146,Eminem Skits In Order,https://www.youtube.com/watch?v=aKfY1E7-A6I&list=PLz5Lulb9vPl5QHMMEhcdwikNivARuXnv4,All-American469,https://www.youtube.com/channel/UCYJsSZLp7w4eJHYgio5i1dw
147,Eminem old shit,https://www.youtube.com/watch?v=D1I1x2pYMK0&list=PL0xjHH9roJyCBpeJflduCkGO17Yuc-Yws,Willie Garcia,https://www.youtube.com/channel/UC-_DmUAL6LpPpxf8mcJU8PQ
148,Eminem - The Eminem Show (20th Anniversary Expanded Edition) (Full Album - Album Completo),https://www.youtube.com/watch?v=zrhxp3dGlWk&list=PLDNtAuXIhbEPtGsBSgdZCtP1WG7z1_5QF,Brand New Music,https://www.youtube.com/channel/UCf8aSbsSWsPWoAYkqKwA8hA
149,Eminem Rap God,https://www.youtube.com/watch?v=S7cQ3b0iqLo&list=PLTj7Wn0K99XhtUStTe7JHRa2icT5I8Z-a,AhoyChips,https://www.youtube.com/user/UKLandon
150,Eminem remix,https://www.youtube.com/watch?v=M0ifztPR90k&list=PL5FcPGBE5G_XO9KJSOOyKQohFZ5g5fGQb,virginie pujadas,https://www.youtube.com/channel/UC1Fb8gI5_v76oKUfbeNw1dg
151,Eminem - Curtain Call 2 (Full Album),https://www.youtube.com/watch?v=jV-WkvHnTQM&list=PLxA687tYuMWiX_mfH0H22ZxvnPUKI94ta,Revive Music,https://www.youtube.com/c/revive
152,Eminem's daughter rapping.vol.1,https://www.youtube.com/watch?v=CtfLW7yDFiQ&list=PLRW4f9J6hNGmtIQA1_uG5SAVw0pc2FaS5,Steve Jhonson,https://www.youtube.com/channel/UCpIVfecRxebJRKP7pLgEQYA
153,Eminem Rare &amp; Unreleased,https://www.youtube.com/watch?v=sOt_2mCTjR8&list=PLkx6utZjNRyDx1xQzILX8-LtYiF8A150O,Becton Simpson,https://www.youtube.com/channel/UCYh5jpbCNFHL2uZf5hgBHgw
154,LINKIN PARK / SLIPKNOT / EMINEM - MASHUPS,https://www.youtube.com/watch?v=LTCeGsmUCxk&list=PLstkFkohB8Mypk4JoxCmrdXq_FKtm-5S9,XYClanKILLER2,https://www.youtube.com/user/XYClanKILLER2
155,Eminem Playlist (All Clean,https://www.youtube.com/watch?v=AlgYXg8-dtU&list=PLBoA6K9ICa6hKpc4Ik7N_GTL8LiCi4O7N,juicy fruit 96,https://www.youtube.com/channel/UCRABrJYXj_A-HdGQBVOypZw
156,Eminem Music To Be Murdered By Full Album,https://www.youtube.com/watch?v=hlFOLS7vKaQ&list=PLgaFNC_I_ZkmFErmgTSb46Q_kpHxpjMsJ,Best Songs Playlist 2022,https://www.youtube.com/channel/UCCh7iY0jKvjszpQFy9HykAw
157,"Eminem DubStep ""Album""",https://www.youtube.com/watch?v=eVaVbsGdmfQ&list=PLDED4E1DEEE6A5652,Angi Lippi,https://www.youtube.com/user/lippyxxl
158,8D AUDIO BY EMINEM (USE HEADPHONES),https://www.youtube.com/watch?v=0-9mDUCEzQM&list=PLYwMfDa4vYTppbwKzHYT8AOoT6_iU153j,XCoolX Konrad,https://www.youtube.com/channel/UCiZk5EYeM2an6hCqwVzWBqw
159,underrated/unknown eminem songs,https://www.youtube.com/watch?v=bSwyedGmesI&list=PLwHbi3pS2QQT5W3hHtIDErMxy57MWiJZj,Empyros,https://www.youtube.com/user/43arturik
160,Eminem - Music To Be Murdered By - Side B (Deluxe Edition),https://www.youtube.com/watch?v=JADK-7H__2M&list=PLSBWvYm8t6ualPgM6l5xjA55owh-npWuF,ο εφιάλτης σου,https://www.youtube.com/channel/UC07Ky8wPJ83vF3Dv6XrDGZA
161,Eminem Reaction Videos | Rock Reacts,https://www.youtube.com/watch?v=tS3wwClIdG4&list=PLRuDEI0FLNEZyuGmQiEehmgULjmIf55NF,Rock Reacts,https://www.youtube.com/channel/UC5aiWgte3Iyf38Y993xU1gg
162,Eminem SHADY XV Album (full album 2014 explicit),https://www.youtube.com/watch?v=riW_EXUdv-k&list=PLLvJ2C2ZIgD_hkBnMjdfuIrb4Nx3Lh6SU,Chris Tiger Harris,https://www.youtube.com/c/ChrisTigerHarris
163,Eminem &amp; 50 Cent Collabs,https://www.youtube.com/watch?v=ngH0fkiNo-g&list=PL6eYRc3KiYGvQfjx-zgnBEBCKqQj4GOwn,Jérémie Rocques,https://www.youtube.com/c/LalterNatiff
164,[CLEAN] Eminem - Music To Be Murdered By,https://www.youtube.com/watch?v=iyoz7ImbTOs&list=PLuVodMYS9xWbxCHgdVoUkFcsOKTWqHUe0,Link - Edits,https://www.youtube.com/c/LinkEditsClean
165,EMINEM,https://www.youtube.com/watch?v=6PV0ldXvzaI&list=PLKfKj5H4qfyxbRhmGQjU4WaBppCl3KGdm,Asia and BJ,https://www.youtube.com/c/AsiaandBJ
166,Eminem - unreleased and rare tracks,https://www.youtube.com/watch?v=2cD4wo-TGcQ&list=PLswC1p1WwKgZKyXScVCd1l9cwB_CQ6h91,Gavin Montgomery,https://www.youtube.com/channel/UC3-ZbAxWEk-qAk8PaL-FaRw
167,Eminem Mix Lyrics,https://www.youtube.com/watch?v=sbRPGGJQao4&list=PL9QoTWYNBn5-DSA8AWkEmRf4YTBZ1bC5s,Fabricio Valente,https://www.youtube.com/c/FabricioValenteZardeck
168,eminem ass like that,https://www.youtube.com/watch?v=Dm6hNnWYPP8&list=PLBE4D31517119D6DA,o4849,https://www.youtube.com/user/o4849
169,Top 44 EMINEM Greatest Hits,https://www.youtube.com/watch?v=MBJFPq2Llps&list=PLxD1DwdHZZFUhK88bZjpDbssA25_P4JtM,Mrs. Mendez,https://www.youtube.com/channel/UCavN7av4s8I41EjARU7of0Q
170,Eminem acapella,https://www.youtube.com/watch?v=iqdEWk5y_Bw&list=PLYedoNdjOcHIrCpfYnH39rgep0sngqmEV,Daniel Goedike,https://www.youtube.com/c/DanielGoedike
171,Eminem,https://www.youtube.com/watch?v=7tDeet3Ybf4&list=PLjJVRKKsDJy2wLtODE2RGw4pxpXIdl9K9,Beards &amp; Brains,https://www.youtube.com/c/BeardsBrains
172,Eminem music,https://www.youtube.com/watch?v=jACcfD7ERGc&list=PLKb4k-WJok9UGWjwRVje0wM61or7w4ASC,Half And Jai,https://www.youtube.com/c/HalfAndJai
173,EMINEM-LOVE SONGS,https://www.youtube.com/watch?v=BkgP54FuvIM&list=PLwCIbX3KrrgB_pAkZ6rTV59nJwQZ5I_BC,Antonio Stan,https://www.youtube.com/channel/UCm2wg4GytIeyt21YAqlNJ-g
174,Eminem's best instrumentals,https://www.youtube.com/watch?v=7TKjCIYBdj0&list=PLtb-7YLBHBNqyfQEBPuRNbrEfpk54iwrQ,ThunderstruckGaming,https://www.youtube.com/user/SlyJak2
175,Eminem Slim Shady Lp (full Album 1999 explicit),https://www.youtube.com/watch?v=mSHkNdB8x-A&list=PLLvJ2C2ZIgD_xGEnDrNV5_c6njkMYyiID,Chris Tiger Harris,https://www.youtube.com/c/ChrisTigerHarris
176,Eminem Videos,https://www.youtube.com/watch?v=RHQC4fAhcbU&list=PLRgSHCeagEV5xIPwkev2WD3D0Dz9AUXcj,EminemVEVO,https://www.youtube.com/user/EminemVEVO
177,[CLEAN] Eminem - Music To Be Murdered By - Side B (Deluxe Edition),https://www.youtube.com/watch?v=JADK-7H__2M&list=PLuVodMYS9xWY14Amuae9hgtbz2PI6XJ2K,Link - Edits,https://www.youtube.com/c/LinkEditsClean
178,Eminem - Relapse: Refill (2009),https://www.youtube.com/watch?v=FcA743ekVI0&list=PLQeroY7XkiFE9hZD_uAcaYSbvn_sHPET9,The Real G Music TV,https://www.youtube.com/c/TheRealGMusicTV
179,Eminem - Revival (2017),https://www.youtube.com/watch?v=3XK-BWRN5xQ&list=PLxNSUfx3is_CkBOd6qcrt82RFcZI4vvPZ,Rap Music World,https://www.youtube.com/channel/UCU7Ea_tnNItM0B7eMxn3SRA
180,Eminem Music To Be Murdered By Full Album,https://www.youtube.com/watch?v=hlFOLS7vKaQ&list=PLgaFNC_I_Zkmim2TSnLxVzVoQT1J57pf2,Best Songs Playlist 2022,https://www.youtube.com/channel/UCCh7iY0jKvjszpQFy9HykAw
181,Eminem Videos!!,https://www.youtube.com/watch?v=YpU0d3knV28&list=PLQCioAuHLa3daMNKck_XRLVT8ptqPw2gV,TheThirdErnest,https://www.youtube.com/c/TheThirdErnest
182,eminem lullaby,https://www.youtube.com/watch?v=7nsbg1Az8Vc&list=PLFC0BA83A9C0D3B0B,Jordan Major,https://www.youtube.com/user/jmaj0315
183,🎵 Eminem Journey,https://www.youtube.com/watch?v=-DFDsvnOl9k&list=PLYa4qMZH_IvQqDo0AQjmssQdrfghQdA43,Brad &amp; Lex,https://www.youtube.com/c/BradLex
184,Vintage Eminem / Classic Slim Shady,https://www.youtube.com/watch?v=f2lG4uKpUsc&list=PLN1Q_5kPKv3LKPWYp9nLMepU8ul3fOm2P,mranklebreaker12,https://www.youtube.com/channel/UCse2YjSbJUmXVgpaIEOx24w
185,Eminem - Top Tracks 2020 Playlist | Eminem - KILLSHOT,https://www.youtube.com/watch?v=8CdcCD5V-d8&list=PLpXA1IqBgeZQ3XKGNit386U2ONWXtEuVq,Pure Tunes,https://www.youtube.com/channel/UCOb0YwX9e9SFbctQaSXkKGQ
186,The Marshall Mathers LP Eminem Subtitulado en español,https://www.youtube.com/watch?v=-Lxpl3OunQU&list=PLMmbVoUC1809a91BhZEZHElUo-1CrX1C4,Shady Traducciones,https://www.youtube.com/c/ShadyTraducciones
187,Eminem - Straight from the Lab (2003),https://www.youtube.com/watch?v=P8MC_IAi6hc&list=PL991aiOtijfvGB3Qch9fvxvCkX0lpOOqX,The Chosen One,https://www.youtube.com/user/Rufek0328
188,Eminem Reactions,https://www.youtube.com/watch?v=4XZ6CGmEcb0&list=PLKiMGAtaXwMyi_nAtyA__w9FV_zAc3C8r,ScriptWork,https://www.youtube.com/c/ScriptWork
189,Eminem (Explicit/Dirty Music Videos),https://www.youtube.com/watch?v=psd-RF6noEI&list=PL11r1CIQbGxtGeH0fo2M2MJgxHw8Kwxv4,EminemExplicit,https://www.youtube.com/c/EminemExplicit
190,Dr. Dre &amp; Eminem Songs,https://www.youtube.com/watch?v=Wu1Z04XmodY&list=PLtpzOww9Q4WmCCbgmMYOrByTjLHaarVND,Southpawer Official,https://www.youtube.com/c/SouthpawerOfficialy
191,Eminem encore (full Album 2004 explicit),https://www.youtube.com/watch?v=UH9wVUjXG4c&list=PLLvJ2C2ZIgD-Iut3kGmnNNOuT7I61HNJS,Chris Tiger Harris,https://www.youtube.com/c/ChrisTigerHarris
192,Eminem - Kamikaze (2018),https://www.youtube.com/watch?v=dm4S4HvJA88&list=PLxNSUfx3is_ChNcteBf0TPzRLfIkLG9OA,Rap Music World,https://www.youtube.com/channel/UCU7Ea_tnNItM0B7eMxn3SRA
193,Eminem - подборка лучших клипов,https://www.youtube.com/watch?v=sNPnbI1arSE&list=PLn6hVkITiZxSdG_p7MWF15AoybGEr0LXs,МКИН24,https://www.youtube.com/c/%D0%9C%D0%B8%D1%80%D0%9A%D0%B0%D0%B9%D1%84%D0%BE%D0%B2%D0%B8%D0%9D%D0%B8%D1%88%D1%82%D1%8F%D0%BA%D0%BE%D0%B2
194,EMINEM,https://www.youtube.com/watch?v=7hz36jIQXoU&list=PLxnB9gq1Mg_QfGz2phqaj9NYfv0672EOK,LFR FAMILY,https://www.youtube.com/c/LFRFAMILY
195,Eminem &amp; Linkin Park - Collision Course 2 (2012),https://www.youtube.com/watch?v=BE9sqc4ndnM&list=PLuFIM4Xna8cRXZ2rMX7uzcVlg-2bk1ZD6,BLAZE AUDIO,https://www.youtube.com/channel/UC52Dl5rWpJKzhf9Uqb1s07g
196,Eminem Reaction Videos,https://www.youtube.com/watch?v=1JaHRuMthEo&list=PLjisOPwqVaLAYyrHNv0A8Q4VLjlcfLEic,The Music Recording Network,https://www.youtube.com/c/TheMusicRecordingNetwork
197,EMINEM REACTIONS,https://www.youtube.com/watch?v=bMJoNLe_Ko4&list=PL2OiGSpM10N0FkHwJoP_mr7ypTnZH4Qly,Rome Life Reactions,https://www.youtube.com/c/RomeLifeReactions
